review_text,rating,is_recommended,predicted_sentiment,product_id,product_name,brand_name,skin_type,skin_tone,recommended_but_negative,not_recommended_but_positive
This product worked wonders for the first 2 months but it dried out my skin. It started flaking all of the sudden and I wasn’t incorporating anything else in my skin care routine.,3,1,0,P440651,Mini Acne Control Clarifying Cleanser,Murad,combination,medium,True,False
"I overall love the cleanser, but the packaging is not good for traveling. First because it is a glass and heavy and will break if it falls. Second, the pump is just so bad, it pumps a lot of products and i feel like they are doing it on purpose so that the product will be used in a short period and buy it again when its finished. I suggest to change the packaging and pump like tatcha have.",3,1,0,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,normal,light,True,False
"This made my skin’s texture awful, got blind pimples which I usually never get. Switched cleansers and now my skin is doing a lot better. Try at your own risk, most likely isn’t for everyone. My skin is normal type.",2,0,2,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,normal,mediumTan,False,True
"There are Pros and Cons to this cleanser! This cleaner I believe is a game changer for someone who needs a morning cleanser or someone who is a no makeup - light makeup person but if your someone like me who is a medium - heavy makeup person then this is not for you. It barely removes your makeup, you use way too much when washing your face and you end up not feeling like your face is fully cleaned.",3,1,0,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,oily,mediumTan,True,False
"Love love love this cleanser but please fix the mini cap. The first time it broke and made a mess in my luggage, I thought it was my mistake. So I purchased again and the cap broke again before I even had chance to pack it or use it.",4,1,0,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,combination,,True,False
"I got the little bottle first to try it based on everyone’s review, also based on YouTube reviews. The first month was amazing. I was excited I had found a cleanser for sensitive skin. I bought a big bottle; my skin become dry and flicky, so I had to stop using and went back to Cerave and my skin back to normal.",1,0,2,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,combination,lightMedium,False,True
"I wanted to love this and I did love the smell and texture of the product but it was far too much for my normal/leaning dry skin. It left my face feeling super tight and dehydrated and the longer I used it, the worse it got. I gave it a good try and finished the small bottle because I love the brand and this is so loved by many, just not suited for my skin. Oily skin types will likely love this though and definitely recommend it for those who love gel cleansers and don’t have dry skin.",2,1,0,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,dry,fair,True,False
Took off my Rave Milk Eye Pigment in seconds.  Usually I can’t get this stuff off for 3 days.,5,1,0,P442566,Slaai  Makeup-Melting Butter Cleanser,Drunk Elephant,combination,mediumTan,True,False
This worked really well.  Loved it.  Only problem was i went through it really fast.  Price is too high for how often I would need to replace it.,3,0,2,P442566,Slaai  Makeup-Melting Butter Cleanser,Drunk Elephant,combination,light,False,True
"First off, I’m a huge drunk elephant fan! Their TLC Glycolic Night Serum, baby facial, and retinol is perfect for acne prone skin. Their C-Firma Day Serum made my acne scars/indentation disappear! For this product in particular, the first ingredient on the ingredient list, Ethylhexyl Palmitate, is extremely comedogenic. However, a good cleansing balm/oil for acne prone skin is Tatcha’s cleaning oil or Farmacy’s Green Clean. No comedogenic ingredients in those products. ** I only use Drunk Elephant skincare products. Below on the left is a picture of my acne the morning BEFORE using this cleansing balm. The picture on the right is my skin after using this cleansing balm for just one night. No other new products were introduced at the time.",1,0,2,P442566,Slaai  Makeup-Melting Butter Cleanser,Drunk Elephant,oily,mediumTan,False,True
"The packaging is pretty well done. I like the magnetic spatula and the exfoliating bamboo is a nice touch. In terms of the melting butter, it’s a little bit tougher to spread/melt on my hand compare to other brands cleansing butter. I have to spread a bit and rub on my hand a few more seconds to really work through the clumps to get the buttery and oil texture to use on my face. In terms of cleansing power, it does it job of getting rid of the make up. After I rinse my face with water, it leaves a bit of butter/oil residual on my face which I don’t mind because I know I will do double cleanse and it would clean the oil/butter residual. Overall it’s a decent cleansing butter, but there are better alternative out there with similiar price.",3,0,2,P442566,Slaai  Makeup-Melting Butter Cleanser,Drunk Elephant,combination,lightMedium,False,True
It was nice but it irritated my sensitive skin unfortunately. I passed it on to a friend. It smelled like baby formula  haha.,4,1,0,P442589,Instant Masks,SEPHORA COLLECTION,dry,fairLight,True,False
"Not good or bad, I have not seen any difference in my skin",3,1,0,P442858,Rose Deep Hydration Sleeping Mask,fresh,oily,medium,True,False
"I’m a pretty avid skincare user and I’ve tried quite a few different overnight sleeping masks from Laneige to Belif. With that said, I tested this product for 2 weeks before giving a review.PROS:- Lightweight cooling gel essence feels good on skin- Heavier cream seals in product overnight and protect’s skins barrier- Absorbs fairly well into skin (no piling)- Good for traveling b/c designCONS:- As with MOST overnight masks I’ve used, this does NOT replace a heavy/thick moisturizer- On only one night out of the 2 weeks, I had a reaction to the product and had to wash it off (skin felt tingly/like it was burning)- Strong smell (perfectly fine for me, but may be a con for those w sensitive skin)My overall review: If you have sensitive skin and react to scents, stay away from this product as it can definitely irritate your skin. Besides that, if you travel and want a nicely designed product and if this mask is within your budget, it’s not a bad option. The cooling effect of the product feels great, and contrary to other reviewers, it did not feel greasy in the morning. If the product was a bit more gentle, I would definitely recommend it but for now, it’s definitely a very middle range product for me.I did receive this complimentary, but all opinions are my own.",3,0,2,P442858,Rose Deep Hydration Sleeping Mask,fresh,oily,lightMedium,False,True
"I’ve been using this product for few weeks now and I really love the feel and smell of the product. It has an amazing fragrance and it absorbs really quickly into the skin. I haven’t really experience any dramatic results since I’ve been using it, but I do like its moisturizing qualities and that it’s NOT greasy.",4,0,2,P443369,Sound Sleep Cocoon Night Gel-Cream,Dermalogica,combination,fairLight,False,True
My favourite cleanser by far. Keeps breakouts at bay even during that time of month. When I wash with this my face feels super clean. It tends to sell out very quickly so always grab a second bottle if possible.,5,0,2,P443833,Salicylic Acid Acne + Pore Cleanser,The INKEY List,oily,rich,False,True
I used to buy Inkey list because it was affordable and the products were reasonable but they jacked up their prices like everyone else and I don’t support that,3,1,0,P443833,Salicylic Acid Acne + Pore Cleanser,The INKEY List,combination,fair,True,False
"At 20 weeks pregnant, I started to get cystic acne on my chin and lots of texture on my cheeks. Mind you, I have never had cystic acne, only texture in highschool (7 years ago) this is the only acne cleanser that completely got rid of both problems. I wish the bottle was bigger but oh well. It’s a steal for the price. I want to say the acne was hormonal. I didn’t change my diet, this was the only thing I did differently and waa-laaah, acne was gone!",5,1,0,P443833,Salicylic Acid Acne + Pore Cleanser,The INKEY List,dry,fairLight,True,False
Gifted by Dermalogica. I have combination skin that breaks out easily. It feels refreshing on my skin and came packaged nicely. I have not really noticed a change in my skin though. It makes my skin feel very dry after using it too.,3,0,2,P445832,Acne Clearing Skin Wash Cleanser,Dermalogica,combination,medium,False,True
"For me, these are incredible - I would even say holy grail product. I have very dry skin though and they give me that movie star glowing look! However, my bridesmaids used these on my wedding day and they were very greasy and make up slid off!  - I would not recommend for anyone with oily skin. I will continue to purchase this magical product as long as it is around!",5,1,0,P446612,Instant Magic Facial Dry Sheet Mask,Charlotte Tilbury,dry,lightMedium,True,False
"The reviews speak for themselves. At the time of writing this, not a single person has given the product a review of 2 stars or less and there is always someone for whom the product does not fit. NOT THIS OIL CLEANSER! I received a free sample and was blown away with one use - which never happens- so I took the plunge. It is very expensive of course, but I would say its life can be extended by using only 1 pump rather than the 2 that are suggested in the instructions. It removes all makeup/sunscreen, smells amazing, emulsifies nicely so you actually feel like any residual products are coming off your face, no burning of the eyes. It will be a Holy Grail purchase for me for sure and is on my all-time fav products list ever.",5,1,0,P450633,Gentle Cleansing Oil Makeup Remover,Sulwhasoo,combination,fair,True,False
"I started taking spironolactone and was told to use tretinoin in conjunction. When I tell you that tretinoin made me look like a shedding snake, I am not exaggerating. My 7 year old looked at me at said, “Mommy, your foundation is peeling off!”I freaked out!Then I remembered I had just bought this. Decided to give it a go.I thank the PTR gods they made this stuff. Sloughed off everything that was peeling off my face. I don’t know if the little balls is actually skin or a gimmick, but once I rinsed off and moisturized my Sahara desert face, all I saw was a pure glow! I started using it twice a week now to make sure I can get through my acne treatment decently. I cannot be happier with this stuff.",5,1,0,P450917,Mini FIRMx Exfoliating Peel Gel,Peter Thomas Roth,combination,medium,True,False
"This is just your run of the mill niacinamide serum that also for some reason has a very strong cucumber scent that can be pretty unbearable if you dislike cucumber. If you’ve never used a niacinamide serum and you start using this one, you will definitely see amazing skin clearing, brightening, and sebum controlling results. But those results would be the same with any niacinamide serum you decided to start using for the first time. If you want a good dupe with cleaner ingredients, that is, something without phenoxyethanol, check out Revolution Skincare’s 15 percent serum which retails at 14 bucks online. That said, most people do NOT need a 15 percent niacinamide serum. The KFDA limits formulations to only 5 percent as there are scientific studies that indicate that any product that has more than that sees a significant reduction in effectiveness. That said, there are plenty of 10 percent serums floating around in the western skincare space. If you are already using The Ordinary’s 10 percent serum and it works for you, just stick with that. You can purchase twelve 1 ounce bottles of that for the same price you’d get for one of these for the same, if not better results. If you want to go a bit more luxe, Paula’s Choice 10 percent booster has a few more ingredients in it that enhance the niacinamide’s effectiveness. Again, based on the week I tested this Sobel Skin serum out, I can say that there is no reason to continue to purchase this when you have so many other more affordable alternatives available to you that are just as effective. Be wary of any new company or product that is gifted to users through Influenster for an honest review.",2,0,2,P451748,15% Niacinamide Gel Serum,SOBEL SKIN Rx,combination,lightMedium,False,True
"Not bad, but not great, especially at that price point.I have the Laneige lip mask ($4 cheaper!) and it is so much better. This one can only be used at night due to its “goopy/sticky“ consistency and it does not leave my lips hydrated any more than what a regular chapstick or carmex would. I have been told by others how different my lips look after using this and the Laneige, and Laneige always wins",2,0,2,P453225,The Kissu Lip Mask,Tatcha,normal,fairLight,False,True
J’ai vraiment l’impression que ça élimine presque toute mon maquillage avant même d’avoir nettoyé . Après je nettoie et tonifie ma peau et je suis pas inquiète qu’il reste quoi que ce soit.,5,1,0,P453816,Mini Take The Day Off Cleansing Balm Makeup Remover,CLINIQUE,,medium,True,False
"I felt this was very greasy but I was blown away at how it literally disintegrated the makeup from my face! I had issues figuring out that this was a makeup remover only, the way it was presented was as a makeup removing cleanser. I definitely had to thoroughly cleanse my face afterwards.",4,1,0,P453816,Mini Take The Day Off Cleansing Balm Makeup Remover,CLINIQUE,dry,fairLight,True,False
"Works fine as an overnight mask but absolutely needs to be washed off the next morning or it will be Pill City with primer/foundation application (am baffled by reviewers who say they wear this as a moisturizer or under makeup!). I don’t always want that extra step in the morning so will only use this on nights when I know I won’t be wearing makeup the next day. For my money, I’ll stick with B Hydra, which delivers similar results but actually absorbs fully and plays nice with other skincare/makeup products.",3,0,2,P454120,F-Balm Electrolyte Waterfacial Mask,Drunk Elephant,combination,fair,False,True
"I was originally pretty confused by this product.  As many of the reviewers have faced I originally thought this was very drying and did not understand it at all! It’s not your typical over night mask. What I thought it would be is a very thick, nourishing over night mask- F balm is not this! It is very light weight, almost protini like in its texture; however, it is very very hydrating... just not very moisturizing. It’s not very emollient or creamy so using it at night in replacement of a moisturizer it left my skin very dry. I reached out to DE and they were amazing and got back to me right away and said that the product is meant to work in conjunction with a moisturizer and used on top of and not in replacement of a moisturizer. Once I began using it in this way I absolutely love it! Almost like a reverse serum, used after moisturizer instead of beforehand. I may be incorrect in that explanation but that’s my understanding for. Though I really enjoyed it in this manner I actually have found I much prefer it as a primer in the morning in place of a makeup primer (after moistures, before sunscreen and makeup)  and it’s absolutely lovely! My absolutely favourite and a must have now. I suggest if you’re having struggles with this product to try it this way and if it still doesn’t work reach out to DE they were very nice and helpful when I did so!",5,1,0,P454120,F-Balm Electrolyte Waterfacial Mask,Drunk Elephant,combination,fair,True,False
"I’ll be honest, I never really cared about my face enough to start a daily regiment for it, however this quarantine has made me bored. I started to buy all these new face things, and I mean most we’re okay, but nothing blew me out of the water.. until now. It took me a while to think of what to say, because I was literally at a lost for words on this sleeping mask!! I have always had very dry (like really flakey) skin and have tried all moisturizers to fix this. My friend recommended a sleeping mask (but I was always hesitant as I didn’t like the idea of having to wash it off in the morning) — yes I am gross, but this was when I didn’t care about my skin and didn’t wash daily.. oops — anyway, the second I put this on my skin, WOWEEE it literally felt like heavenly pillows. It kept moist throughout the night and I literally woke up as a new woman! Dry skin is gone and I can’t imagine my life without this! Redness has calmed down, skin is baby-butt smooth, and fine lines have diminished! The scent is very light! The only down thing is that I find it to be sticky for the first hour.. other than that this is a MUST HAVE!",5,1,0,P454313,Cica Sleeping Mask,LANEIGE,combination,,True,False
"I bought this cleanser last year and I LOVED it. It foamed up and made my face feel clean, removed all my makeup, and didn’t leave my face dry or tight. The couple tubes I bought this year are not like the previous formula I loved. These new tubes did not lather or foam at all. No one bit. The consistency was much firmer too. It almost seems like they got the cleanser & the moisturizer mixed up. The new tubes are exactly like the texture of a moisturizer and how it would not foam or lather once water is added. Mine is like a lotion-like balm and my face feels greasy after rinsing it off. Anyone else get a defective one like this???",1,0,2,P456126,Vegan Milk Cleanser,MILK MAKEUP,combination,fair,False,True
"My skin is super finicky with moisturizers and usually only gels work for me but this one was amazing! My skin felt immediately smoother, stayed hydrated all day and didn’t get oily for once! I’m definitely going to purchase the full size when I’m out!",5,0,2,P456207,Greek Yoghurt Nourishing Probiotic Gel-Cream,KORRES,combination,fair,False,True
I got a sample of this and hated it at first as it left my skin feeling tight as the cream didn’t seem to set in. But when I work up the next day ???? My skin looked weirdly amazing. Like confusingly amazing. I don’t know but if you’re thinking of trying it I would say go for it.,4,1,0,P456207,Greek Yoghurt Nourishing Probiotic Gel-Cream,KORRES,combination,fair,True,False
"I liked it. The overly sweet smell was offputting,but the cleanser felt nice on my sensitive dry skin. It left it kind of sticky but clean.",4,0,2,P456412,Greek Yoghurt Foaming Cream Cleanser,KORRES,normal,porcelain,False,True
"This cleanser works really well. It has a nice texture and left my skin feeling soft and clean. The only thing I didn’t enjoy was that it really does smell strongly of yogurt. I personally didn’t like that, but other people might.I received this product for free to try and review but my opinions are my own.",4,0,2,P456412,Greek Yoghurt Foaming Cream Cleanser,KORRES,combination,fair,False,True
"I don’t know what I did wrong the other night or if it’s the changing seasons or what, but I woke up yesterday morning with the skin on my face so tight and itchy that I wanted to rip it right off. I was breaking out all the big guns: my most hydrating moisturizer, my nicest face oil, my most gentle cleanser, and none of it made a difference. I stopped into Sephora last night and picked up this mask in the moisturizing hyaluronic acid formulation, and I used it last night as per the directions, rubbing in the remainder of the product once the 40 minutes was over, and this morning I woke up with my skin restored and back to normal. I’m going to go back today and buy another to keep on hand in case that ever happens again. Expensive, but a god send!",5,1,0,P457008,Cryo Rubber Masks,Dr. Jart+,combination,fairLight,True,False
"I loved this moisturizer so much. The feel, the smell. It was amazing. I HATE the new formula. Fragrance free but has an odd smell. It’s thicker and tackier. I will be returning and looking for a new one :(",1,0,2,P458209,Daily Greens Oil-Free Gel Moisturizer with Moringa and Papaya,Farmacy,normal,lightMedium,False,True
I have a combination skin i.e super oily T zone and the cheeks. But dry around the chin. This moisturizer is not for oily skin. Texture was heavy.,1,0,2,P458209,Daily Greens Oil-Free Gel Moisturizer with Moringa and Papaya,Farmacy,combination,lightMedium,False,True
"As the headline suggests, my skin is very oily and acne prone. It’s extremely difficult for me to find a moisturizer that doesn’t a) make me even more oily or b) break me out. Most oil free/silicone moisturizers simply don’t work for me, and I have spend more money than I’d like to admit trying to find one that works. Typically I can get away with using hyaluronic acid as a sole source of hydration, but I am currently using an acne care regimen that really dries out my skin. I needed something stronger.This stuff arrived in my BoxyCharm box right when I needed it. It feels so good on my skin, and has a cooling/soothing effect (not like menthol, more of a cucumber sort of cool). Not only is it very refreshing, it makes my skin look healthy, soft, and plump. It also wears well under makeup. Advice for fellow oilies: My first use, I used way too much. It did, in fact, cause my skin to become oily after a few hours. My second use, I used alot less, just enough to spread across my skin. I literally just dipped the tip of my finger onto the lid. (I’ve attached a photo of about how much I use for my entire face/neck.) It’s thin and spreads very easily, so you don’t need much, and if you find you have to rub it in alot you likely used too much. It should sink in within a few seconds. That being said, this container will last a long time, which makes it a great value.",4,1,0,P458209,Daily Greens Oil-Free Gel Moisturizer with Moringa and Papaya,Farmacy,oily,lightMedium,True,False
"This smells like Starbursts! Delightfully delicious scent but not overwhelming. However, I find that it doesn’t completely clean off my eye make-up. I’m still left with eyeliner marks in my waterline even after I double-cleansed with this and my usual facial cleanser. Wish the formula works just as well as the scent. Not a bad product but just not the best.",4,1,0,P460516,Papaya Sorbet Smoothing Enzyme Cleansing Balm & Makeup Remover,Glow Recipe,combination,light,True,False
"So first of all... I am not a makeup remover kind of girl, let alone a cleansing balm. My skin is super sensitive so I tend to stick to soap and water. Buttttt I was so impressed but this balms ability to get even my Kylie lip kit lip off without having to scrub! Its a little oily, but that make me all cleansing balms. Also, the packaging is so freaking cute. Will definitely be trying some of Glow Recipes other products!",4,1,0,P460516,Papaya Sorbet Smoothing Enzyme Cleansing Balm & Makeup Remover,Glow Recipe,normal,light,True,False
"My boyfriend walked in yesterday and the first thing he said to me was “WOW your skin is glowing!“I received this product for Christmas and have been using it every night as my first step cleanser. After having multiple dermatologists mistake my dehydrated skin as oily skin, and giving me the wrong products to use I now have a lot of blackheads as well as acne scarring and hyperpigmentation. I have been using exfoliating products for the last year in an effort to get rid of my blackheads and clogged pores. After hearing about this enzyme cleansing balm and reading reviews I decided I wanted to try it and add it to my routine.First off I love the fruity refreshing smell. It does dissipate so if you’re concerned about a strong fragrance I wouldn’t let that deter you. It’s a very creamy balm consistency. I haven’t had any issues with it being runny or needing to be mixed like some other reviews have said so maybe that is a storing issue. It spreads on the skin really nicely and does a good job of removing makeup as my step one cleanser. To be fair I do not use foundation and only do eye makeup and lipstick. It rinses off better than other balm cleansers that I have used and leaves my skin really smooth. My skin feels so nice after I almost don’t want to do my step two cleanser.Being as I have only been using it a couple weeks, it’s hard to tell if it’s impacting my blackheads since they are so old and deep. But it is worth noting that the last pore strip I used seemed to pull out a lot more debris from my skin so maybe that is because of this cleanser.It only takes a small amount of product to cleanse my face so this jar is going to last me quite a while.It’s a bit more expensive than the last balm that I used but smells better, works better and takes less product to cleanse so in the long run I think it will actually be cheaper. I highly recommend this product if you are looking for a step one cleanser.",5,1,0,P460516,Papaya Sorbet Smoothing Enzyme Cleansing Balm & Makeup Remover,Glow Recipe,dry,light,True,False
"I have super bad hormonal acne that feels impossible to combat. With that AND having to wear a mask 24/7 now it’s a nightmare!!!! Im a huge consumer of acne preventing/fixing products and I have my favorites but THIS is a new #1 in my book. I was really surprised to see this only at $20 because it feels like it works better than $80+ items I’ve used. I leave it on for 20 minutes as a mask or sleep in it and every time it makes my acne look almost gone the next day. Even with products that felt like they did the best, I would get new acne sprouts within the same day or a ton the next day, but using this as needed I can def tell it’s a full day to a few days without any new breakouts (which is HUGE to me as someone who religiously tries to fight acne). I also love that this is cruelty free as someone who now only buys cruelty free products. ***WARNING*** it does smell reeeeaaalllyyy bad. This product does exactly what it promises but if you’ve ever smelled any type of sulfur, you’ll know what I mean. It smells bad, but if you want your acne gone, THIS will do the job! I will 100% be buying this frequently.",5,1,0,P460627,Saturn Sulfur + Niacinamide Spot Treatment Mask,Sunday Riley,combination,light,True,False
"I used the Strawberry, Grapefruit, Coconut, Pineapple, Lychee, and Green tea. Almost all Sephoras’ masks are great except one mask (Spirulina), damage my face. What I did not tried yet are Watermelon & Pomegranate.",4,1,0,P460701,Clean Face Mask,SEPHORA COLLECTION,combination,light,True,False
Je sais certain vont penser que c’est débile mais je m’attendais à se qu’il y en ai 2 paire pour le prix. 5$ c’est énorme pour juste ça. moi j’aurais dit 3$ pas plus mais 5 c’est beaucoup,3,1,0,P460856,Clean Eye Mask,SEPHORA COLLECTION,combination,fair,True,False
Waaay ovoerpriced. Try true botanicals instead. Less greasy.,1,0,2,P461159,Estee Lauder Advanced Night Repair Synchronized Multi-Recovery Complex Serum,Estée Lauder,combination,fair,False,True
"This product absorbs into the skin very quickly, and only a drop is needed for the whole face. This makes the product last a long time! It has a very faint vinegar scent, which isn’t unpleasant and and fades quickly.I haven’t seen a difference in texture in my skin, though I do feel like I am pampering it!I received this product as a free sample from Influenster!",3,0,2,P461159,Estee Lauder Advanced Night Repair Synchronized Multi-Recovery Complex Serum,Estée Lauder,normal,lightMedium,False,True
I love serums! I make a ha it of using them at least 3 times a week with my derma roller. I’m only giving this one 3 stars because I really didn’t notice much of a difference at all. It does feel nice on the skin but there’s really no noticeable lasting affects I feel. I prefer other serums at a less costly price. I received this complimentary to try.,3,0,2,P461159,Estee Lauder Advanced Night Repair Synchronized Multi-Recovery Complex Serum,Estée Lauder,oily,medium,False,True
"I would give it a 5 star but the product came broken. The cap was completely cracked off on the back. I got the recommendation from a Sephora team mate in chat. I just had a baby 2 months ago and wanted to pamper myself with a new skincare routine and the girls who helped me were great with recommendations, just wish the product wasn’t broken.",4,1,0,P461537,The Rice Wash Skin-Softening Cleanser,Tatcha,normal,lightMedium,True,False
I’ve been wanting to love this so much because it feels great as an overnight mask and smells delicious but I broke out. I keep trying it though Bc I like it so much. Denial.,4,1,0,P461555,Mini Superberry Hydrate + Glow Dream Mask,Youth To The People,normal,fair,True,False
Night use. Similar to Other products in that you’ll need to use consistently to see growth or change.,3,0,2,P461933,Advanced Night Repair Synchronized Multi-Recovery Complex Duo,Estée Lauder,normal,light,False,True
I love serums! I make a ha it of using them at least 3 times a week with my derma roller. I’m only giving this one 3 stars because I really didn’t notice much of a difference at all. It does feel nice on the skin but there’s really no noticeable lasting affects I feel. I prefer other serums at a less costly price. I received this complimentary to try.,3,0,2,P461933,Advanced Night Repair Synchronized Multi-Recovery Complex Duo,Estée Lauder,oily,medium,False,True
Reliable serum made my 32 year old skin look younger. Yet I found that it didn’t help my adult acne.,4,1,0,P461933,Advanced Night Repair Synchronized Multi-Recovery Complex Duo,Estée Lauder,dry,tan,True,False
This cleanser is marketed incorrectly. It’s a cleansing balm to be used as a first cleanse in a double cleanse. It’s not a gel consistency. It’s a balm that turning into an oil on dry skin.,5,1,0,P462829,Squalane + Elderberry Nourishing Jelly Cleanser,Biossance,combination,light,True,False
"Product was gifted in a lab sample size in exchange for my honest review. This is a quick 5 minute peel that includes 8 (!!) natural acids that exfoliate your skin to smooth and brighten. The texture is very fluffy and includes little berry seeds that are quite gentle in feel but also much finer granules as well which were more coarse than I expected but not quite like St. Ives. They claim this is gentle enough to use daily but I would argue that it depends on how sensitive your skin is and how many other actives you are using at once. This is a double exfoliator, and the physical exfoliation part shows up when you are washing this off. Again, I think this can be irritating to those with sensitive skin so I wouldn’t recommend this for daily use, especially for those with sensitive skin. Also the packaging does not serve the active ingredients and this should be in an opaque tube packaging based on texture and what would be ideal given active ingredients.",3,0,2,P465741,Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,combination,light,False,True
"Got a sample of this product and just gave it a try. I was excited because I have dry skin so exfoliants usually do wonders for me. My skin is noticeably brighter and smoother, but also looks like I’m sunburnt. I kept the product on for 5 minutes and lightly scrubbed it away as I rinsed it off. I did not feel any tingling or burning as other reviewers said, but my now face is bright red. It seems like an effective product to be used before bed, not before going out in public! I would probably use once a week but not more than that.",4,1,0,P465741,Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,dry,fairLight,True,False
"I prefere SK11. ( Plus Costco carries it, 30 percent off reg prices) Glow heavy. The “ glow: washes away. The real glow comes from avoiding sun, sugar and diet. Lots of H2O.She’s said to love Tatcha and Dr. Lancer products, which are wonderful products. She’s had facials, peels, and light therapy, at her disposal all of which help wards off wrinkles. Many can’t afford that on regular basis, so watch diet, avoid sugar ( causes collegan break down) and you can healthy “ glowing “ skin too. I personally like Dr. Lancer skin care. Also Sjal, JLo herself uses.",2,0,2,P467118,That Limitless Glow Sheet Mask,JLo Beauty,combination,light,False,True
Rend les lèvres encore plus sèches et fissurées qu’elles ne l’étaient au départ. L’odeur est très bien par contre. Je ne recommande pas.,2,0,2,P467652,Lip Sleeping Mask,SEPHORA COLLECTION,combination,medium,False,True
It got  ruin of my pores and great weekly face mask.,5,1,0,P468658,Volcanic AHA Pore Clearing Clay Mask,innisfree,dry,mediumTan,True,False
This feels really nice while it is being applied. It is a thin gel texture that almost melts into water. It is cooling and definitely invisible. It doesn’t leave any thickness or white color like other SPFs. It has nice packaging but is not cruelty free. It also has fragrance as the last ingredient and smells incredibly strong. It is a pleasant scent but so strong. Also one of the first ingredients is denatured alcohol which is insanely drying to the skin. I could not believe that. For that reason I will not continue to use this. It claims so many great things and is good in theory but that one ingredients really disappoints me. I received this item for free for review but all opinions are my own.,3,0,2,P470041,"UV Expert Aquagel Defense Sunscreen, Primer & Moisturizer SPF 50 Duo",Lancôme,combination,light,False,True
"I have shopped at Sephora for many years, but this is the first time I have reviewed a product. I am not overly sensitive to smell, however this spf/primer has such a strong floral smell that sticks around all day and I can’t wear it. I can’t comment on the performance of the product beyond that b/c even if it was amazing, I still wouldn’t use it.",1,0,2,P470041,"UV Expert Aquagel Defense Sunscreen, Primer & Moisturizer SPF 50 Duo",Lancôme,normal,fair,False,True
"I’ve always been a bit skeptical of cleansing brushes and tools, but gave this one a go as I received it for free in exchange for an honest review. I didn’t mind the experience of using this one (used with a cleansing balm for my first cleanse), but can’t say I’m enticed to incorporate it into my routine regularly. The bristles are very soft and sensitive-skin friendly, and the silicone section felt like a nice massage across my face. It is not overly abrasive which was my main concern, however I am still a bit wary of how hygienic these tools are with repeated use. Overall I didn’t mind this brush at all, but do not see it staying in my skincare routine.",3,0,2,P472057,Vegan Makeup Remover and Cleansing Brush,SEPHORA COLLECTION,combination,medium,False,True
"I received this Smart Clinical Repair™ Wrinkle Correcting Serum #freeproduct for my honest review.  I only had a small packet of this to try so not sure I can recommend this product as I only was able to try it once in the morning, but I did like that it was a light weight serum and did not have any heavy scent so I liked those features!",2,0,2,P473267,Smart Clinical Repair Wrinkle Correcting Serum,CLINIQUE,combination,lightMedium,False,True
"used for two weeks till now, texture is good. easy to apply. nut may need to use longer to see effect",4,0,2,P473267,Smart Clinical Repair Wrinkle Correcting Serum,CLINIQUE,dry,light,False,True
I received a sample #freeproduct from #topbox to review. The serum applied well and absorbed quickly. It made my skin feel smooth and moisturized.,3,0,2,P473267,Smart Clinical Repair Wrinkle Correcting Serum,CLINIQUE,normal,light,False,True
The one application I could get out of the sample layered well under makeup. I did not see any change to my skin.,3,1,0,P473267,Smart Clinical Repair Wrinkle Correcting Serum,CLINIQUE,combination,light,True,False
It is deep cleansing but can be itchy if you use it. It is also really thick. I will not repurchase after using it up since there are better clay masks out there.,3,1,0,P474060,Mini Rare Earth Deep Pore Minimizing Cleansing Clay Mask,Kiehl's Since 1851,oily,deep,True,False
"So I have two photos with this comment. The first is a month ago and the second is now. I am 24 years old. I always had mild acne as a teenager and it went away in college. When I returned home, it slowly started coming back but it was manageable....until the last 6 months. I started having cystic and rash-like acne on my forehead out of nowhere! It was embarrassing and I lost all confidence in myself. I had many visits to the dermatologist and they prescribed medication I ended up being allergic to. I have used PTR masks for a few years and I trust his products so I finally broke down and decided that at 24, I would try his acne products. The results are magic! Like most say on here, it is a little drying at times but I started pairing it with his water drench face moisturizer and my face is flawless! At night, I wash my face with his acne wash, put the serum on and then put the moisturizer on as the 3rd step. I also use only the moisturizer in the mornings before makeup. However many times you use the serum during the day is dependent on how bad the acne. I used it 3 times a day and then backed off to once a day when it cleared up. Another great product!",5,1,0,P474078,Mini Goodbye Acne  AHA/BHA Acne Clearing Gel Face Body Spot Treatment,Peter Thomas Roth,combination,lightMedium,True,False
"I just received this today, and I love the product, however upon first touching the surface of the cream with the little spoon I heard an audible POP and the surface of the cream dropped by at least a third. It seems there was an air bubble. I’m a little sad to lose so much product as it’s so lovely and quite expensive. Has anyone else had this experience?",2,1,0,P474377,Indigo Overnight Repair Serum in Cream Treatment,Tatcha,combination,fair,True,False
"*returned* decent cleanser, but my skin reacted to the fragrance in it. sadly had to return.",4,1,0,P474937,Vinopure Pore Purifying Gel Cleanser,Caudalie,oily,light,True,False
